Model Size,Epoch,Train Loss,Test Loss,Train Error,Test Error
1,1,2.065567488255708,1.9279392790794372,79.11200000000001,74.71
1,2,1.870533373654651,1.8150303161144257,71.292,68.94
1,3,1.8002437130569497,1.7761989009380341,67.71199999999999,66.56
1,4,1.7681213705740926,1.7430813705921173,66.086,65.51
1,5,1.7462753502609174,1.7284572100639344,65.112,64.51
1,6,1.7274948873788194,1.7200103282928467,63.99399999999999,63.86000000000001
1,7,1.7094012971424386,1.71383056640625,63.349999999999994,63.67
1,8,1.6900307275450137,1.7144359564781189,62.202,64.2
1,9,1.6704656678392453,1.6817572128772735,61.416000000000004,61.739999999999995
1,10,1.6415938404210084,1.6239144837856292,59.972,59.699999999999996
1,11,1.6131438614462343,1.6197504234313964,58.752,58.85
1,12,1.5950397893290995,1.5894706118106843,57.862,58.15
1,13,1.576874591810319,1.5725338006019591,57.458,57.56
1,14,1.563491917327237,1.5551548552513124,56.946000000000005,56.620000000000005
1,15,1.552927147396995,1.5458658838272095,56.416,56.489999999999995
2,1,1.9064735887605515,1.7596374022960664,73.256,66.19999999999999
2,2,1.6940058792948418,1.624459854364395,64.132,61.13999999999999
2,3,1.6114117772987737,1.5605171203613282,60.002,58.45
2,4,1.5476560620090845,1.5054445743560791,57.18600000000001,55.59
2,5,1.489816147043272,1.4539888751506806,54.47,53.36000000000001
2,6,1.4390073334774398,1.4358728313446045,52.31399999999999,52.59
2,7,1.392563982997709,1.3740285813808442,50.540000000000006,50.24999999999999
2,8,1.3642879636086467,1.4038321805000304,49.486,51.370000000000005
2,9,1.3344376343290518,1.3244190061092376,48.112,48.39
2,10,1.3145748893623157,1.3303941106796264,47.574000000000005,48.11
2,11,1.2820582763313333,1.2926666569709777,46.10999999999999,46.77
2,12,1.263202794677461,1.2434776037931443,45.477999999999994,45.34
2,13,1.2487659274464677,1.2243269664049148,44.96,44.37
2,14,1.2299882582081554,1.218072191476822,44.218,44.279999999999994
2,15,1.2143508110509809,1.2149570405483245,43.692,44.15
4,1,1.797176591575603,1.6181580090522767,68.964,61.33
4,2,1.5228576538203014,1.4514219844341278,56.18000000000001,53.43
4,3,1.3798644253055152,1.3565775787830352,50.21,49.13999999999999
4,4,1.270979633721549,1.2529810750484467,45.965999999999994,45.19
4,5,1.1879678845710462,1.154329378604889,42.767999999999994,41.42
4,6,1.122099025322653,1.146129420399666,40.268,40.76
4,7,1.0786175349789202,1.1070117682218552,38.546,38.849999999999994
4,8,1.0474549626450405,1.1122970181703566,37.446,40.02
4,9,1.006173058391532,1.0140717488527298,35.919999999999995,35.709999999999994
4,10,0.9754688680324408,1.0148210996389389,34.89600000000001,35.8
4,11,0.948678161177184,0.9894459575414658,33.577999999999996,35.0
4,12,0.9339783124606628,0.9993575298786164,33.056,35.57
4,13,0.9078746979193919,0.9349766939878463,32.184000000000005,32.989999999999995
4,14,0.8907544298854935,0.997210613489151,31.674000000000003,35.36
4,15,0.87137968948735,0.9278175258636474,30.830000000000002,32.87
8,1,1.59840443402605,1.6264670240879058,59.763999999999996,57.96
8,2,1.2417668921258442,1.2620461589097978,45.352000000000004,45.47
8,3,1.0490884105567737,0.9609556257724762,37.854,34.150000000000006
8,4,0.9264055222196652,0.979038815498352,33.10999999999999,34.230000000000004
8,5,0.846679664633768,0.8474249422550202,29.922000000000004,29.95
8,6,0.7877100884457073,0.8635519939661026,27.63,30.130000000000003
8,7,0.7398431147150981,0.775319728255272,26.068,26.51
8,8,0.7052652625476613,0.767191898226738,24.583999999999996,27.090000000000003
8,9,0.6725752181409265,0.7180913934111595,23.612,24.72
8,10,0.6441597731217094,0.7465772551298141,22.648000000000003,25.2
8,11,0.6238292362683874,0.6542850509285927,21.662000000000003,22.829999999999995
8,12,0.6095864871121428,0.6571838811039925,21.414,22.929999999999996
8,13,0.5818295731873768,0.6327688574790955,20.430000000000003,21.499999999999996
8,14,0.5733467233760278,0.6210318833589554,19.913999999999998,21.709999999999997
8,15,0.5567499873278391,0.6931657418608665,19.506,23.540000000000006
16,1,1.4635239150518042,1.1864309400320052,54.234,41.879999999999995
16,2,1.007189681615366,0.9771062630414963,35.986,33.29
16,3,0.8114709939493243,0.9943471074104309,28.662,33.48
16,4,0.7114265725740692,0.6926532757282257,24.8,23.629999999999995
16,5,0.6478147191159865,0.729201833307743,22.262000000000004,24.919999999999998
