Model Size,Epoch,Train Loss,Test Loss,Train Error,Test Error
16,6,0.589645372784656,0.6425959956645966,20.47,22.309999999999995
16,7,0.5565141819017317,0.590009235739708,19.298000000000005,20.340000000000003
16,8,0.51798095171104,0.5900598102807999,18.133999999999993,20.420000000000005
16,9,0.48989408651886085,0.6065626120567322,16.830000000000002,20.46
16,10,0.4667838264609237,0.5321192942559719,16.071999999999996,18.06
16,11,0.44515722608932146,0.5313144049048424,15.510000000000002,18.14
16,12,0.4284697564132988,0.5209499698877335,14.770000000000005,17.610000000000003
16,13,0.40435821080909057,0.5083957013487815,14.071999999999996,16.590000000000003
16,14,0.39363572291096155,0.5330391228199005,13.588000000000001,18.100000000000005
16,15,0.3793518866800591,0.48084498673677445,13.088,16.459999999999997
32,1,1.712334752997474,1.3471676003932953,63.854,49.08
32,2,1.1711496709252867,1.1941430467367171,42.53,41.99
32,3,0.9381471748852059,0.9652522510290146,33.382,33.97
32,4,0.7925006035343766,0.9753759890794754,27.874,32.099999999999994
32,5,0.6811948370598161,0.7973793494701386,23.672000000000004,26.6
32,6,0.6004084421088324,0.649011235833168,20.811999999999998,22.599999999999998
32,7,0.5412766797005978,0.5748817348480224,18.66,19.710000000000004
32,8,0.5006027870318469,0.5713627594709396,17.212000000000003,19.220000000000002
32,9,0.46098429726822604,0.5175835090875626,15.959999999999997,17.720000000000002
32,10,0.42357513476210784,0.5203003564476967,14.536000000000005,17.210000000000004
32,11,0.4003257110067036,0.5482397472858429,13.736000000000004,18.489999999999995
32,12,0.37380409987686236,0.4686161360144615,12.927999999999995,15.839999999999998
32,13,0.3515300489676273,0.44310072347521784,12.163999999999998,14.570000000000006
32,14,0.3295753717117602,0.4495414999127388,11.265999999999998,14.82
32,15,0.31675972284563364,0.5558050489425659,11.016000000000004,15.680000000000005
