Model Size,Epoch,Train Loss,Test Loss,Train Error,Test Error
64,32,0.1447604051125901,0.677804342508316,5.215999999999998,17.179999999999996
64,33,0.14291625386294055,0.6092280602455139,5.015999999999998,16.12
64,34,0.14028678427697444,0.7552328878641128,5.076000000000002,18.400000000000006
64,35,0.13535483458972708,0.6960301584005356,4.6599999999999975,16.900000000000006
64,36,0.119818279709743,0.591963604092598,4.1039999999999965,15.32
64,37,0.12187148863449693,0.6491356456279754,4.283999999999999,16.34
64,38,0.12249972910753318,0.5864112800359726,4.3799999999999955,14.939999999999998
64,39,0.09858357834116536,0.674009553194046,3.508,16.14
64,40,0.11415351270602977,0.6263824504613876,4.168000000000005,15.859999999999996
64,41,0.09857614638701993,0.7164404889941216,3.532000000000002,16.800000000000004
64,42,0.09973536489759477,0.6547276914119721,3.4800000000000053,15.32
64,43,0.09797371026812768,0.6514180076122283,3.520000000000001,15.239999999999998
64,44,0.08533468086994728,0.6392107248306275,3.2120000000000037,15.200000000000003
64,45,0.09274945335880834,0.649933984875679,3.300000000000003,15.139999999999997
64,46,0.08334134296248001,0.7320833539962769,2.951999999999999,15.580000000000005
64,47,0.09596539971095566,0.6931581616401672,3.3800000000000052,15.620000000000001
64,48,0.08442732677509894,0.6614873629808425,2.9240000000000044,15.800000000000002
64,49,0.08384385664130048,0.6438045102357864,2.956000000000003,14.42
64,50,0.0684964940027923,0.7313595849275589,2.3279999999999967,14.980000000000004
64,51,0.07561754382082395,0.9020809262990952,2.524000000000004,18.020000000000003
64,52,0.08506140894997789,0.6772832494974136,2.9120000000000035,14.839999999999998
64,53,0.07771048516662298,0.6573019963502884,2.8120000000000034,14.380000000000004
64,54,0.05868250006163607,0.7237334513664245,2.1039999999999948,14.52
64,55,0.0648324005495833,0.7423336988687516,2.400000000000002,15.700000000000003
64,56,0.07761409565122152,0.6905763608217239,2.624000000000004,14.380000000000004
64,57,0.07639745967842791,0.7984104782342911,2.7000000000000024,15.800000000000002
64,58,0.05507917179992156,0.6812433421611785,2.0120000000000027,14.680000000000003
64,59,0.05773897095089208,0.7130554187297821,2.071999999999996,15.22
64,60,0.05866487945040346,0.6770126205682755,2.1480000000000055,14.92
64,61,0.07266387185652037,0.6747244840860367,2.524000000000004,14.500000000000002
64,62,0.051106712982837796,0.7011695355176926,1.8240000000000034,14.439999999999998
64,63,0.063133261233036,0.7335557448863983,2.212000000000003,15.380000000000004
64,64,0.06289327808190137,0.8246985453367234,2.200000000000002,16.300000000000004
64,65,0.056853389011087774,0.7106640249490738,1.9360000000000044,14.939999999999998
64,66,0.052500228765800745,0.6950630819797516,1.7040000000000055,14.000000000000002
64,67,0.058408369728345046,0.7086133849620819,2.1120000000000028,14.800000000000002
64,68,0.04552252297479736,0.6758866333961486,1.548000000000005,13.539999999999996
64,69,0.05117844220973095,0.788221282362938,1.751999999999998,15.780000000000005
64,70,0.05755291899134006,0.7437065720558167,2.1079999999999988,14.92
64,71,0.057466340042194544,0.7756884729862213,2.0039999999999947,15.400000000000002
64,72,0.03652362783239888,0.7111617344617843,1.207999999999998,14.059999999999995
64,73,0.050630060846594216,0.8200788778066636,1.756000000000002,15.180000000000005
64,74,0.049313175487237015,0.6749081367254257,1.751999999999998,14.200000000000001
64,75,0.04295264756573098,0.6990155753493309,1.4639999999999986,14.719999999999999
64,76,0.04502349610414299,0.8294970059394836,1.427999999999996,15.920000000000002
64,77,0.04777475781928824,0.7234024208784103,1.6680000000000028,13.719999999999999
64,78,0.04768201958967791,0.7085015219449997,1.6199999999999992,14.180000000000003
64,79,0.045179691488797566,0.68247753739357,1.5639999999999987,12.919999999999998
64,80,0.046669699817097614,0.7216572678089141,1.6079999999999983,14.059999999999995
64,81,0.04099665254672837,0.7105227863788605,1.4120000000000021,13.660000000000005
64,82,0.03573578500547636,0.7363134887814522,1.2480000000000047,13.780000000000003
64,83,0.04137914410996612,0.6757765799760819,1.4000000000000012,13.419999999999998
64,84,0.044640241746733686,0.7265711206197739,1.5719999999999956,14.459999999999996
64,85,0.04629015857448839,0.734632859826088,1.5159999999999951,13.959999999999994
64,86,0.05315969543346223,0.7564145904779435,1.8000000000000016,15.139999999999997
64,87,0.03167561524516751,0.730537503361702,1.083999999999996,13.700000000000001
64,88,0.03867810913979323,0.7165881776809693,1.2839999999999963,13.4
64,89,0.034194462126054405,0.7667856025695801,1.1159999999999948,14.539999999999997
64,90,0.03354513166681388,0.8129882484674453,1.1279999999999957,14.480000000000004
64,91,0.04169278637130688,0.7679731929302216,1.536000000000004,14.32
64,92,0.04052428132854402,0.9082720178365707,1.3759999999999994,15.82
64,93,0.039192122627021174,0.7732349410653114,1.312000000000002,13.959999999999994
64,94,0.04499610375413405,0.7313089174032211,1.5639999999999987,13.4
64,95,0.039034955432800084,0.7419223439693451,1.307999999999998,14.559999999999995
64,96,0.03165819193711694,0.7497584420442581,1.088,13.739999999999997
64,97,0.02258039370050882,0.7262043815851211,0.7279999999999953,13.660000000000005
64,98,0.038601731889814674,0.8300496232509613,1.3959999999999972,15.739999999999998
64,99,0.04262530352511652,0.7509326684474945,1.3839999999999963,13.900000000000002
64,100,0.03483578617142855,0.7707645040750504,1.2240000000000029,14.259999999999994
64,1,0.15503954128481384,0.05512197804113384,4.66333333333333,1.8199999999999994
64,2,0.0340527569232727,0.04274588133102952,1.0433333333333294,1.2299999999999978
64,3,0.026252670201789667,0.04158376713330654,0.7933333333333348,1.1700000000000044
